RS	item	label	wd
8236	http://world.squirrel.link/ontology#district_08236	Enzkreis	http://www.wikidata.org/entity/Q8184
8237	http://world.squirrel.link/ontology#district_08237	Freudenstadt	http://www.wikidata.org/entity/Q8189
8311	http://world.squirrel.link/ontology#district_08311	Freiburg im Breisgau	http://www.wikidata.org/entity/Q2833
8315	http://world.squirrel.link/ontology#district_08315	Breisgau-Hochschwarzwald	http://www.wikidata.org/entity/Q8195
8316	http://world.squirrel.link/ontology#district_08316	Emmendingen	http://www.wikidata.org/entity/Q8193
8317	http://world.squirrel.link/ontology#district_08317	Ortenaukreis	http://www.wikidata.org/entity/Q8191
8325	http://world.squirrel.link/ontology#district_08325	Rottweil	http://www.wikidata.org/entity/Q8211
8326	http://world.squirrel.link/ontology#district_08326	Schwarzwald-Baar-Kreis	http://www.wikidata.org/entity/Q8203
8327	http://world.squirrel.link/ontology#district_08327	Tuttlingen	http://www.wikidata.org/entity/Q8208
8335	http://world.squirrel.link/ontology#district_08335	Konstanz	http://www.wikidata.org/entity/Q8206
8336	http://world.squirrel.link/ontology#district_08336	Lörrach	http://www.wikidata.org/entity/Q8198
8337	http://world.squirrel.link/ontology#district_08337	Waldshut	http://www.wikidata.org/entity/Q8200
8415	http://world.squirrel.link/ontology#district_08415	Reutlingen	http://www.wikidata.org/entity/Q8217
8416	http://world.squirrel.link/ontology#district_08416	Tübingen	http://www.wikidata.org/entity/Q8214
8417	http://world.squirrel.link/ontology#district_08417	Zollernalbkreis	http://www.wikidata.org/entity/Q8233
8421	http://world.squirrel.link/ontology#district_08421	Ulm	http://www.wikidata.org/entity/Q3012
8425	http://world.squirrel.link/ontology#district_08425	Alb-Donau-Kreis	http://www.wikidata.org/entity/Q8221
8426	http://world.squirrel.link/ontology#district_08426	Biberach	http://www.wikidata.org/entity/Q8223
8435	http://world.squirrel.link/ontology#district_08435	Bodenseekreis	http://www.wikidata.org/entity/Q8228
8436	http://world.squirrel.link/ontology#district_08436	Ravensburg	http://www.wikidata.org/entity/Q8225
8437	http://world.squirrel.link/ontology#district_08437	Sigmaringen	http://www.wikidata.org/entity/Q8230
9161	http://world.squirrel.link/ontology#district_09161	Ingolstadt	http://www.wikidata.org/entity/Q3004
9162	http://world.squirrel.link/ontology#district_09162	München	http://www.wikidata.org/entity/Q1726
9163	http://world.squirrel.link/ontology#district_09163	Rosenheim	http://www.wikidata.org/entity/Q4007
9171	http://world.squirrel.link/ontology#district_09171	Altötting	http://www.wikidata.org/entity/Q10533
9172	http://world.squirrel.link/ontology#district_09172	Berchtesgadener Land	http://www.wikidata.org/entity/Q10530
9173	http://world.squirrel.link/ontology#district_09173	Bad Tölz-Wolfratshausen	http://www.wikidata.org/entity/Q10522
9174	http://world.squirrel.link/ontology#district_09174	Dachau	http://www.wikidata.org/entity/Q10500
9175	http://world.squirrel.link/ontology#district_09175	Ebersberg	http://www.wikidata.org/entity/Q10541
9176	http://world.squirrel.link/ontology#district_09176	Eichstätt	http://www.wikidata.org/entity/Q10491
9177	http://world.squirrel.link/ontology#district_09177	Erding	http://www.wikidata.org/entity/Q10539
9178	http://world.squirrel.link/ontology#district_09178	Freising	http://www.wikidata.org/entity/Q10497
9179	http://world.squirrel.link/ontology#district_09179	Fürstenfeldbruck	http://www.wikidata.org/entity/Q10502
9180	http://world.squirrel.link/ontology#district_09180	Garmisch-Partenkirchen	http://www.wikidata.org/entity/Q10518
9181	http://world.squirrel.link/ontology#district_09181	Landsberg am Lech	http://www.wikidata.org/entity/Q10507
9182	http://world.squirrel.link/ontology#district_09182	Miesbach	http://www.wikidata.org/entity/Q10523
9183	http://world.squirrel.link/ontology#district_09183	Mühldorf a. Inn	http://www.wikidata.org/entity/Q10537
9184	http://world.squirrel.link/ontology#district_09184	München	http://www.wikidata.org/entity/Q10544
9185	http://world.squirrel.link/ontology#district_09185	Neuburg-Schrobenhausen	http://www.wikidata.org/entity/Q10493
9186	http://world.squirrel.link/ontology#district_09186	Pfaffenhofen a.d. Ilm	http://www.wikidata.org/entity/Q10496
9187	http://world.squirrel.link/ontology#district_09187	Rosenheim	http://www.wikidata.org/entity/Q10526
9188	http://world.squirrel.link/ontology#district_09188	Starnberg	http://www.wikidata.org/entity/Q10504
9189	http://world.squirrel.link/ontology#district_09189	Traunstein	http://www.wikidata.org/entity/Q10528
9190	http://world.squirrel.link/ontology#district_09190	Weilheim-Schongau	http://www.wikidata.org/entity/Q10516
9261	http://world.squirrel.link/ontology#district_09261	Landshut	http://www.wikidata.org/entity/Q3974
9262	http://world.squirrel.link/ontology#district_09262	Passau	http://www.wikidata.org/entity/Q4190
9263	http://world.squirrel.link/ontology#district_09263	Straubing	http://www.wikidata.org/entity/Q7027
9271	http://world.squirrel.link/ontology#district_09271	Deggendorf	http://www.wikidata.org/entity/Q10485
9272	http://world.squirrel.link/ontology#district_09272	Freyung-Grafenau	http://www.wikidata.org/entity/Q10487
9273	http://world.squirrel.link/ontology#district_09273	Kelheim	http://www.wikidata.org/entity/Q10474
9274	http://world.squirrel.link/ontology#district_09274	Landshut	http://www.wikidata.org/entity/Q10475
9275	http://world.squirrel.link/ontology#district_09275	Passau	http://www.wikidata.org/entity/Q10489
9276	http://world.squirrel.link/ontology#district_09276	Regen	http://www.wikidata.org/entity/Q10483
9277	http://world.squirrel.link/ontology#district_09277	Rottal-Inn	http://www.wikidata.org/entity/Q10477
9278	http://world.squirrel.link/ontology#district_09278	Straubing-Bogen	http://www.wikidata.org/entity/Q10482
9279	http://world.squirrel.link/ontology#district_09279	Dingolfing-Landau	http://www.wikidata.org/entity/Q10480
9361	http://world.squirrel.link/ontology#district_09361	Amberg	http://www.wikidata.org/entity/Q7042
9362	http://world.squirrel.link/ontology#district_09362	Regensburg	http://www.wikidata.org/entity/Q2978
9363	http://world.squirrel.link/ontology#district_09363	Weiden i.d. OPf.	http://www.wikidata.org/entity/Q14803
9371	http://world.squirrel.link/ontology#district_09371	Amberg-Sulzbach	http://www.wikidata.org/entity/Q10421
9372	http://world.squirrel.link/ontology#district_09372	Cham	http://www.wikidata.org/entity/Q10424
9373	http://world.squirrel.link/ontology#district_09373	Neumarkt i.d. OPf.	http://www.wikidata.org/entity/Q10427
9374	http://world.squirrel.link/ontology#district_09374	Neustadt a.d. Waldnaab	http://www.wikidata.org/entity/Q10420
9375	http://world.squirrel.link/ontology#district_09375	Regensburg	http://www.wikidata.org/entity/Q10429
9376	http://world.squirrel.link/ontology#district_09376	Schwandorf	http://www.wikidata.org/entity/Q10423
9377	http://world.squirrel.link/ontology#district_09377	Tirschenreuth	http://www.wikidata.org/entity/Q10419
9461	http://world.squirrel.link/ontology#district_09461	Bamberg	http://www.wikidata.org/entity/Q3936
9462	http://world.squirrel.link/ontology#district_09462	Bayreuth	http://www.wikidata.org/entity/Q3923
9463	http://world.squirrel.link/ontology#district_09463	Coburg	http://www.wikidata.org/entity/Q14821
9464	http://world.squirrel.link/ontology#district_09464	Hof	http://www.wikidata.org/entity/Q6938
9471	http://world.squirrel.link/ontology#district_09471	Bamberg	http://www.wikidata.org/entity/Q10444
9472	http://world.squirrel.link/ontology#district_09472	Bayreuth	http://www.wikidata.org/entity/Q10439
9473	http://world.squirrel.link/ontology#district_09473	Coburg	http://www.wikidata.org/entity/Q10440
9474	http://world.squirrel.link/ontology#district_09474	Forchheim	http://www.wikidata.org/entity/Q10445
9475	http://world.squirrel.link/ontology#district_09475	Hof	http://www.wikidata.org/entity/Q10431
9476	http://world.squirrel.link/ontology#district_09476	Kronach	http://www.wikidata.org/entity/Q10434
9477	http://world.squirrel.link/ontology#district_09477	Kulmbach	http://www.wikidata.org/entity/Q10436
9478	http://world.squirrel.link/ontology#district_09478	Lichtenfels	http://www.wikidata.org/entity/Q10442
9479	http://world.squirrel.link/ontology#district_09479	Wunsiedel i. Fichtelgebirge	http://www.wikidata.org/entity/Q10432
9561	http://world.squirrel.link/ontology#district_09561	Ansbach	http://www.wikidata.org/entity/Q14859
9562	http://world.squirrel.link/ontology#district_09562	Erlangen	http://www.wikidata.org/entity/Q3126
9563	http://world.squirrel.link/ontology#district_09563	Fürth	http://www.wikidata.org/entity/Q3075
9564	http://world.squirrel.link/ontology#district_09564	Nürnberg	http://www.wikidata.org/entity/Q2090
9565	http://world.squirrel.link/ontology#district_09565	Schwabach	http://www.wikidata.org/entity/Q14889
9571	http://world.squirrel.link/ontology#district_09571	Ansbach	http://www.wikidata.org/entity/Q10454
9572	http://world.squirrel.link/ontology#district_09572	Erlangen-Höchstadt	http://www.wikidata.org/entity/Q10447
9573	http://world.squirrel.link/ontology#district_09573	Fürth	http://www.wikidata.org/entity/Q10455
9574	http://world.squirrel.link/ontology#district_09574	Nürnberger Land	http://www.wikidata.org/entity/Q10449
9575	http://world.squirrel.link/ontology#district_09575	Neustadt a.d. Aisch-Bad Windsheim	http://www.wikidata.org/entity/Q10456
9576	http://world.squirrel.link/ontology#district_09576	Roth	http://www.wikidata.org/entity/Q10451
9577	http://world.squirrel.link/ontology#district_09577	Weißenburg-Gunzenhausen	http://www.wikidata.org/entity/Q10453
9661	http://world.squirrel.link/ontology#district_09661	Aschaffenburg	http://www.wikidata.org/entity/Q3942
9662	http://world.squirrel.link/ontology#district_09662	Schweinfurt	http://www.wikidata.org/entity/Q4126
9663	http://world.squirrel.link/ontology#district_09663	Würzburg	http://www.wikidata.org/entity/Q2999
9671	http://world.squirrel.link/ontology#district_09671	Aschaffenburg	http://www.wikidata.org/entity/Q10471
9672	http://world.squirrel.link/ontology#district_09672	Bad Kissingen	http://www.wikidata.org/entity/Q10466
9673	http://world.squirrel.link/ontology#district_09673	Rhön-Grabfeld	http://www.wikidata.org/entity/Q10465
9674	http://world.squirrel.link/ontology#district_09674	Haßberge	http://www.wikidata.org/entity/Q10462
9675	http://world.squirrel.link/ontology#district_09675	Kitzingen	http://www.wikidata.org/entity/Q10459
9676	http://world.squirrel.link/ontology#district_09676	Miltenberg	http://www.wikidata.org/entity/Q10472
9677	http://world.squirrel.link/ontology#district_09677	Main-Spessart	http://www.wikidata.org/entity/Q10469
9678	http://world.squirrel.link/ontology#district_09678	Schweinfurt	http://www.wikidata.org/entity/Q10461
9679	http://world.squirrel.link/ontology#district_09679	Würzburg	http://www.wikidata.org/entity/Q10458
9761	http://world.squirrel.link/ontology#district_09761	Augsburg	http://www.wikidata.org/entity/Q2749
9762	http://world.squirrel.link/ontology#district_09762	Kaufbeuren	http://www.wikidata.org/entity/Q14805
9763	http://world.squirrel.link/ontology#district_09763	Kempten (Allgäu)	http://www.wikidata.org/entity/Q3994
9764	http://world.squirrel.link/ontology#district_09764	Memmingen	http://www.wikidata.org/entity/Q14825
9771	http://world.squirrel.link/ontology#district_09771	Aichach-Friedberg	http://www.wikidata.org/entity/Q10415
9772	http://world.squirrel.link/ontology#district_09772	Augsburg	http://www.wikidata.org/entity/Q10414
9773	http://world.squirrel.link/ontology#district_09773	Dillingen a.d. Donau	http://www.wikidata.org/entity/Q10417
9774	http://world.squirrel.link/ontology#district_09774	Günzburg	http://www.wikidata.org/entity/Q10412
9775	http://world.squirrel.link/ontology#district_09775	Neu-Ulm	http://www.wikidata.org/entity/Q10410
9776	http://world.squirrel.link/ontology#district_09776	Lindau (Bodensee)	http://www.wikidata.org/entity/Q10401
9777	http://world.squirrel.link/ontology#district_09777	Ostallgäu	http://www.wikidata.org/entity/Q10405
9778	http://world.squirrel.link/ontology#district_09778	Unterallgäu	http://www.wikidata.org/entity/Q10408
9779	http://world.squirrel.link/ontology#district_09779	Donau-Ries	http://www.wikidata.org/entity/Q10418
9780	http://world.squirrel.link/ontology#district_09780	Oberallgäu	http://www.wikidata.org/entity/Q10402
10041	http://world.squirrel.link/ontology#district_10041	Regionalverband Saarbrücken	http://www.wikidata.org/entity/Q6805
10042	http://world.squirrel.link/ontology#district_10042	Merzig-Wadern	http://www.wikidata.org/entity/Q6802
10043	http://world.squirrel.link/ontology#district_10043	Neunkirchen	http://www.wikidata.org/entity/Q6799
10044	http://world.squirrel.link/ontology#district_10044	Saarlouis	http://www.wikidata.org/entity/Q6794
10045	http://world.squirrel.link/ontology#district_10045	Saarpfalz-Kreis	http://www.wikidata.org/entity/Q6793
10046	http://world.squirrel.link/ontology#district_10046	St. Wendel	http://www.wikidata.org/entity/Q6789
11000	http://world.squirrel.link/ontology#district_11000	Berlin	http://www.wikidata.org/entity/Q64
12051	http://world.squirrel.link/ontology#district_12051	Brandenburg an der Havel	http://www.wikidata.org/entity/Q3931
12052	http://world.squirrel.link/ontology#district_12052	Cottbus	http://www.wikidata.org/entity/Q3214
12053	http://world.squirrel.link/ontology#district_12053	Frankfurt (Oder)	http://www.wikidata.org/entity/Q4024
12054	http://world.squirrel.link/ontology#district_12054	Potsdam	http://www.wikidata.org/entity/Q1711
12060	http://world.squirrel.link/ontology#district_12060	Barnim	http://www.wikidata.org/entity/Q6115
12061	http://world.squirrel.link/ontology#district_12061	Dahme-Spreewald	http://www.wikidata.org/entity/Q6173
12062	http://world.squirrel.link/ontology#district_12062	Elbe-Elster	http://www.wikidata.org/entity/Q6152
12063	http://world.squirrel.link/ontology#district_12063	Havelland	http://www.wikidata.org/entity/Q6139
12064	http://world.squirrel.link/ontology#district_12064	Märkisch-Oderland	http://www.wikidata.org/entity/Q6181
12065	http://world.squirrel.link/ontology#district_12065	Oberhavel	http://www.wikidata.org/entity/Q6119
12066	http://world.squirrel.link/ontology#district_12066	Oberspreewald-Lausitz	http://www.wikidata.org/entity/Q6156
12067	http://world.squirrel.link/ontology#district_12067	Oder-Spree	http://www.wikidata.org/entity/Q6178
12068	http://world.squirrel.link/ontology#district_12068	Ostprignitz-Ruppin	http://www.wikidata.org/entity/Q6125
12069	http://world.squirrel.link/ontology#district_12069	Potsdam-Mittelmark	http://www.wikidata.org/entity/Q6142
12070	http://world.squirrel.link/ontology#district_12070	Prignitz	http://www.wikidata.org/entity/Q6132
12071	http://world.squirrel.link/ontology#district_12071	Spree-Neiße	http://www.wikidata.org/entity/Q6165
12072	http://world.squirrel.link/ontology#district_12072	Teltow-Fläming	http://www.wikidata.org/entity/Q6146
12073	http://world.squirrel.link/ontology#district_12073	Uckermark	http://www.wikidata.org/entity/Q6109
13003	http://world.squirrel.link/ontology#district_13003	Rostock	http://www.wikidata.org/entity/Q2861
13004	http://world.squirrel.link/ontology#district_13004	Schwerin	http://www.wikidata.org/entity/Q1709
13071	http://world.squirrel.link/ontology#district_13071	Mecklenburgische Seenplatte	http://www.wikidata.org/entity/Q2902
13072	http://world.squirrel.link/ontology#district_13072	Rostock	http://www.wikidata.org/entity/Q2898
13073	http://world.squirrel.link/ontology#district_13073	Vorpommern-Rügen	http://www.wikidata.org/entity/Q2909
13074	http://world.squirrel.link/ontology#district_13074	Nordwestmecklenburg	http://www.wikidata.org/entity/Q2876
13075	http://world.squirrel.link/ontology#district_13075	Vorpommern-Greifswald	http://www.wikidata.org/entity/Q2917
13076	http://world.squirrel.link/ontology#district_13076	Ludwigslust-Parchim	http://www.wikidata.org/entity/Q2905
14511	http://world.squirrel.link/ontology#district_14511	Chemnitz	http://www.wikidata.org/entity/Q2795
14521	http://world.squirrel.link/ontology#district_14521	Erzgebirgskreis	http://www.wikidata.org/entity/Q6339
14522	http://world.squirrel.link/ontology#district_14522	Mittelsachsen	http://www.wikidata.org/entity/Q6328
14523	http://world.squirrel.link/ontology#district_14523	Vogtlandkreis	http://www.wikidata.org/entity/Q6337
14524	http://world.squirrel.link/ontology#district_14524	Zwickau	http://www.wikidata.org/entity/Q6330
14612	http://world.squirrel.link/ontology#district_14612	Dresden	http://www.wikidata.org/entity/Q1731
14625	http://world.squirrel.link/ontology#district_14625	Bautzen	http://www.wikidata.org/entity/Q571947
14626	http://world.squirrel.link/ontology#district_14626	Görlitz	http://www.wikidata.org/entity/Q6317
14627	http://world.squirrel.link/ontology#district_14627	Meißen	http://www.wikidata.org/entity/Q6313
14628	http://world.squirrel.link/ontology#district_14628	Sächsische Schweiz-Osterzgebirge	http://www.wikidata.org/entity/Q6323
14713	http://world.squirrel.link/ontology#district_14713	Leipzig	http://www.wikidata.org/entity/Q2079
14729	http://world.squirrel.link/ontology#district_14729	Leipzig	http://www.wikidata.org/entity/Q6308
14730	http://world.squirrel.link/ontology#district_14730	Nordsachsen	http://www.wikidata.org/entity/Q6301
15001	http://world.squirrel.link/ontology#district_15001	Dessau-Roßlau	http://www.wikidata.org/entity/Q3828
15002	http://world.squirrel.link/ontology#district_15002	Halle (Saale)	http://www.wikidata.org/entity/Q2814
15003	http://world.squirrel.link/ontology#district_15003	Magdeburg	http://www.wikidata.org/entity/Q1733
15081	http://world.squirrel.link/ontology#district_15081	Altmarkkreis Salzwedel	http://www.wikidata.org/entity/Q6061
15082	http://world.squirrel.link/ontology#district_15082	Anhalt-Bitterfeld	http://www.wikidata.org/entity/Q6071
15083	http://world.squirrel.link/ontology#district_15083	Börde	http://www.wikidata.org/entity/Q6064
15084	http://world.squirrel.link/ontology#district_15084	Burgenlandkreis	http://www.wikidata.org/entity/Q6102
15085	http://world.squirrel.link/ontology#district_15085	Harz	http://www.wikidata.org/entity/Q6087
15086	http://world.squirrel.link/ontology#district_15086	Jerichower Land	http://www.wikidata.org/entity/Q6068
15087	http://world.squirrel.link/ontology#district_15087	Mansfeld-Südharz	http://www.wikidata.org/entity/Q6092
15088	http://world.squirrel.link/ontology#district_15088	Saalekreis	http://www.wikidata.org/entity/Q6098
15089	http://world.squirrel.link/ontology#district_15089	Salzlandkreis	http://www.wikidata.org/entity/Q6081
15090	http://world.squirrel.link/ontology#district_15090	Stendal	http://www.wikidata.org/entity/Q6057
15091	http://world.squirrel.link/ontology#district_15091	Wittenberg	http://www.wikidata.org/entity/Q6075
16051	http://world.squirrel.link/ontology#district_16051	Erfurt	http://www.wikidata.org/entity/Q1729
16052	http://world.squirrel.link/ontology#district_16052	Gera	http://www.wikidata.org/entity/Q3750
16053	http://world.squirrel.link/ontology#district_16053	Jena	http://www.wikidata.org/entity/Q3150
16054	http://world.squirrel.link/ontology#district_16054	Suhl	http://www.wikidata.org/entity/Q14891
16055	http://world.squirrel.link/ontology#district_16055	Weimar	http://www.wikidata.org/entity/Q3955
16056	http://world.squirrel.link/ontology#district_16056	Eisenach	http://www.wikidata.org/entity/Q7070
16061	http://world.squirrel.link/ontology#district_16061	Eichsfeld	http://www.wikidata.org/entity/Q7861
16062	http://world.squirrel.link/ontology#district_16062	Nordhausen	http://www.wikidata.org/entity/Q7858
16063	http://world.squirrel.link/ontology#district_16063	Wartburgkreis	http://www.wikidata.org/entity/Q7866
16064	http://world.squirrel.link/ontology#district_16064	Unstrut-Hainich-Kreis	http://www.wikidata.org/entity/Q7864
16065	http://world.squirrel.link/ontology#district_16065	Kyffhäuserkreis	http://www.wikidata.org/entity/Q7862
16066	http://world.squirrel.link/ontology#district_16066	Schmalkalden-Meiningen	http://www.wikidata.org/entity/Q7871
16067	http://world.squirrel.link/ontology#district_16067	Gotha	http://www.wikidata.org/entity/Q7869
16068	http://world.squirrel.link/ontology#district_16068	Sömmerda	http://www.wikidata.org/entity/Q7865
16069	http://world.squirrel.link/ontology#district_16069	Hildburghausen	http://www.wikidata.org/entity/Q7872
16070	http://world.squirrel.link/ontology#district_16070	Ilm-Kreis	http://www.wikidata.org/entity/Q7878
16071	http://world.squirrel.link/ontology#district_16071	Weimarer Land	http://www.wikidata.org/entity/Q7879
16072	http://world.squirrel.link/ontology#district_16072	Sonneberg	http://www.wikidata.org/entity/Q7875
16073	http://world.squirrel.link/ontology#district_16073	Saalfeld-Rudolstadt	http://www.wikidata.org/entity/Q7882
16074	http://world.squirrel.link/ontology#district_16074	Saale-Holzland-Kreis	http://www.wikidata.org/entity/Q7884
16075	http://world.squirrel.link/ontology#district_16075	Saale-Orla-Kreis	http://www.wikidata.org/entity/Q7883
16076	http://world.squirrel.link/ontology#district_16076	Greiz	http://www.wikidata.org/entity/Q7887
16077	http://world.squirrel.link/ontology#district_16077	Altenburger Land	http://www.wikidata.org/entity/Q7888
